run_id,ev_depart,confidence,ev_speed,route,ew_flow,ns_flow,travel_time,true_delay,ev_wait,safety_violations,teleports,deadlocks,passed
296,587.8,0.01,17.6,COMPLEX_TURN_D_TO_B,725,618,59.0,20.23,0.0,0,0,0,False
297,439.9,0.03,19.4,NS_C,641,749,31.0,14.96,0.0,0,0,0,True
298,264.8,0.26,16.4,NS_B,1028,675,33.0,14.02,2.0,0,0,0,True
299,434.4,0.73,20.2,NS_D,607,927,60.0,44.59,22.0,0,0,0,False
300,259.4,0.67,15.3,NS_D,1092,623,31.0,10.66,0.0,0,0,0,True
301,554.3,0.58,14.5,NS_C,1049,778,37.0,15.54,5.0,0,0,0,False
302,567.9,0.43,17.9,NS_B,885,682,31.0,13.61,0.0,0,0,0,True
303,385.0,0.75,21.3,NS_D,702,762,31.0,16.39,0.0,0,0,0,False
304,370.0,0.09,14.4,NS_D,687,844,45.0,23.39,12.0,0,0,0,False
305,487.8,0.78,18.0,NS_B,730,699,29.0,11.71,0.0,0,0,0,True
306,624.2,0.2,17.7,NS_C,955,684,26.0,8.42,0.0,0,0,0,True
307,643.9,0.24,18.1,NS_D,1083,642,35.0,17.81,1.0,0,0,0,False
308,289.9,0.42,16.7,NS_B,859,973,57.0,38.37,21.0,0,0,0,False
309,467.9,0.36,15.3,NS_D,926,914,61.0,40.66,22.0,0,0,0,False
310,643.6,0.0,19.8,EW_full,910,623,-1.0,999.0,21.0,0,0,1,False
311,468.3,0.82,18.1,NS_C,752,781,36.0,18.81,0.0,0,0,0,False
312,360.7,0.42,15.2,NS_B,824,770,36.0,15.53,2.0,0,0,0,False
313,547.4,0.53,15.9,NS_D,847,611,31.0,11.43,0.0,0,0,0,True
314,621.0,0.75,21.3,NS_D,966,708,25.0,10.39,0.0,0,0,0,True
315,373.5,0.69,19.4,NS_C,751,690,25.0,8.96,0.0,0,0,0,True
316,462.2,0.91,20.3,COMPLEX_TURN_D_TO_B,719,816,74.0,40.38,11.0,0,0,0,False
317,516.2,0.76,16.9,NS_C,718,897,59.0,40.59,20.0,0,0,0,False
318,545.1,0.28,18.5,COMPLEX_TURN_D_TO_B,785,982,-1.0,999.0,23.0,0,0,1,False
319,299.9,0.51,18.4,EW_full,618,861,70.0,32.91,5.0,0,0,0,False
320,343.0,0.87,17.9,NS_D,1074,880,60.0,42.61,19.0,0,0,0,False
321,290.2,0.54,15.1,COMPLEX_TURN_D_TO_B,1089,614,57.0,11.81,0.0,0,0,0,True
322,608.9,0.03,16.4,COMPLEX_TURN_D_TO_B,970,853,88.0,46.39,17.0,0,0,0,False
323,357.8,0.8,20.8,EW_full,646,841,78.0,45.19,5.0,0,0,0,False
324,288.9,0.3,17.3,NS_C,874,911,47.0,29.01,7.0,0,0,0,False
325,492.9,1.0,21.1,NS_B,623,711,30.0,15.25,0.0,0,0,0,False
326,328.3,0.04,19.8,NS_D,643,676,25.0,9.28,0.0,0,0,0,True
327,495.5,0.95,21.2,NS_C,878,748,31.0,16.32,0.0,0,0,0,False
328,308.1,0.46,14.4,NS_C,900,947,64.0,42.39,22.0,0,0,0,False
329,531.4,0.72,14.5,NS_C,954,876,59.0,37.54,24.0,0,0,0,False
330,371.5,0.37,19.1,COMPLEX_TURN_D_TO_B,692,730,57.0,21.27,0.0,0,0,0,False
331,371.7,0.67,19.5,EW_full,715,783,80.0,45.01,0.0,0,0,0,False
332,427.7,0.1,20.4,NS_B,867,800,37.0,21.75,0.0,0,0,0,False
333,404.7,0.95,20.3,NS_C,1075,844,58.0,42.67,18.0,0,0,0,False
334,601.8,1.0,16.8,NS_B,1008,950,-1.0,999.0,24.0,0,0,1,False
335,444.5,0.61,21.3,COMPLEX_TURN_D_TO_B,1041,619,59.0,26.96,0.0,0,0,0,False
336,500.9,0.68,19.6,COMPLEX_TURN_D_TO_B,686,742,65.0,30.18,1.0,0,0,0,False
337,605.8,0.0,20.5,NS_B,985,845,59.0,43.82,21.0,0,0,0,False
338,649.4,0.79,21.2,NS_C,972,607,29.0,14.32,0.0,0,0,0,True
339,259.1,0.15,17.9,NS_C,773,726,36.0,18.61,3.0,0,0,0,False
340,477.4,0.61,19.9,EW_full,702,934,77.0,42.71,4.0,0,0,0,False
341,467.1,0.41,21.2,COMPLEX_TURN_D_TO_B,846,723,57.0,24.81,0.0,0,0,0,False
342,280.3,0.4,16.8,EW_full,891,731,114.0,73.38,38.0,0,0,0,False
343,610.0,0.6,15.1,NS_B,1002,877,58.0,37.39,21.0,0,0,0,False
344,496.9,0.37,16.7,NS_D,955,997,-1.0,999.0,21.0,0,0,1,False
345,312.1,0.74,15.9,NS_B,959,660,33.0,13.43,1.0,0,0,0,True
346,297.9,0.32,21.2,EW_full,933,813,-1.0,999.0,57.0,0,0,1,False
347,594.7,0.81,16.7,EW_full,1037,831,-1.0,999.0,0.0,0,0,1,False
348,521.3,0.43,17.3,NS_B,1008,908,77.0,59.01,36.0,0,0,0,False
349,648.3,0.82,18.0,NS_C,664,601,29.0,11.71,0.0,0,0,0,True
350,253.0,0.74,21.4,NS_B,653,686,32.0,17.46,0.0,0,0,0,False
351,265.5,0.72,20.6,NS_D,978,735,35.0,19.89,0.0,0,0,0,False
352,425.6,0.77,15.5,NS_D,934,774,27.0,6.92,0.0,0,0,0,True
353,305.0,0.68,20.6,EW_full,875,940,124.0,90.87,33.0,0,0,0,False
354,295.6,0.94,21.2,NS_B,1080,848,43.0,28.32,11.0,0,0,0,False
355,487.0,0.31,16.2,COMPLEX_TURN_D_TO_B,638,658,58.0,15.88,0.0,0,0,0,False
356,624.3,0.73,15.3,EW_full,695,966,64.0,19.4,0.0,0,0,0,False
357,597.8,0.08,14.7,NS_D,931,812,51.0,29.83,19.0,0,0,0,False
358,281.8,0.77,20.6,NS_B,828,935,43.0,27.89,11.0,0,0,0,False
359,390.8,0.84,14.6,EW_full,822,694,106.0,59.26,24.0,0,0,0,False
360,569.5,0.31,16.5,COMPLEX_TURN_D_TO_B,909,871,89.0,47.64,22.0,0,0,0,False
361,471.7,0.99,14.7,NS_B,1089,847,46.0,24.83,10.0,0,0,0,False
362,319.3,0.94,18.6,NS_C,778,818,37.0,20.27,2.0,0,0,0,False
363,543.2,0.2,14.8,COMPLEX_TURN_D_TO_B,632,683,64.0,17.89,0.0,0,0,0,False
364,321.5,0.15,20.5,NS_C,754,821,37.0,21.82,4.0,0,0,0,False
365,556.1,0.2,19.3,NS_B,889,925,-1.0,999.0,38.0,0,0,1,False
366,380.7,0.7,17.7,COMPLEX_TURN_D_TO_B,929,877,97.0,58.45,29.0,0,0,0,False
367,562.1,0.31,21.7,NS_D,664,888,59.0,44.66,21.0,0,0,0,False
368,450.9,0.64,21.6,EW_full,760,805,79.0,47.41,12.0,0,0,0,False
369,553.4,0.42,16.8,COMPLEX_TURN_D_TO_B,895,901,-1.0,999.0,23.0,0,0,1,False
370,365.9,0.51,20.3,NS_D,610,723,31.0,15.67,0.0,0,0,0,False
371,327.9,0.38,14.1,EW_full,989,684,-1.0,999.0,59.0,0,0,1,False
372,306.7,0.97,15.2,EW_full,698,684,81.0,36.11,7.0,0,0,0,False
373,317.0,0.31,19.8,NS_B,667,859,49.0,33.28,15.0,0,0,0,False
374,602.2,0.04,15.4,EW_full,738,758,82.0,37.69,9.0,0,0,0,False
375,542.2,0.01,14.7,EW_full,994,688,-1.0,999.0,0.0,0,0,1,False
376,255.8,0.41,14.2,NS_D,925,801,37.0,15.08,5.0,0,0,0,False
377,487.9,0.07,20.1,COMPLEX_TURN_D_TO_B,935,762,67.0,33.05,3.0,0,0,0,False
378,632.4,0.79,21.5,NS_C,674,673,28.0,13.53,0.0,0,0,0,True
379,454.4,0.67,18.3,NS_C,945,786,45.0,27.99,8.0,0,0,0,False
380,365.1,0.77,17.0,NS_C,1099,877,52.0,33.69,16.0,0,0,0,False
381,582.8,0.3,17.8,NS_D,951,675,29.0,11.52,0.0,0,0,0,True
382,443.4,0.1,16.3,NS_D,805,920,58.0,38.91,19.0,0,0,0,False
383,358.0,0.3,14.8,NS_D,1053,680,30.0,8.97,0.0,0,0,0,True
384,363.5,0.29,18.2,NS_D,840,903,55.0,37.9,19.0,0,0,0,False
385,286.8,0.34,21.1,EW_full,722,684,82.0,49.66,6.0,0,0,0,False
386,392.6,0.49,18.1,COMPLEX_TURN_D_TO_B,925,768,63.0,25.3,1.0,0,0,0,False
387,280.5,0.2,18.4,NS_D,921,971,76.0,59.09,34.0,0,0,0,False
388,283.3,0.33,21.4,NS_B,747,792,31.0,16.46,0.0,0,0,0,False
389,404.1,0.85,16.1,NS_D,617,747,36.0,16.67,2.0,0,0,0,False
390,485.9,0.86,19.7,COMPLEX_TURN_D_TO_B,861,762,61.0,26.36,0.0,0,0,0,False
391,493.0,0.54,14.8,NS_C,798,884,57.0,35.97,23.0,0,0,0,False
392,268.8,0.07,17.6,NS_B,634,719,29.0,11.32,0.0,0,0,0,True
393,447.6,0.19,18.1,COMPLEX_TURN_D_TO_B,844,866,90.0,52.3,24.0,0,0,0,False
394,517.1,0.51,14.5,EW_full,974,652,-1.0,999.0,40.0,0,0,1,False
395,295.8,0.39,21.9,COMPLEX_TURN_D_TO_B,852,908,88.0,56.84,18.0,0,0,0,False
396,606.6,0.93,22.0,NS_C,983,645,26.0,11.85,0.0,0,0,0,True
397,640.5,0.65,20.8,NS_D,1012,656,31.0,16.04,0.0,0,0,0,False
398,640.2,0.91,20.5,EW_full,961,663,-1.0,999.0,43.0,0,0,1,False
399,414.4,0.52,14.7,NS_D,850,856,49.0,27.83,14.0,0,0,0,False
400,522.2,0.8,21.4,NS_D,783,695,25.0,10.46,0.0,0,0,0,True
401,543.6,0.57,18.5,NS_B,955,727,25.0,8.18,0.0,0,0,0,True
402,569.8,0.27,21.6,EW_full,1040,940,-1.0,999.0,0.0,0,0,1,False
403,450.7,0.88,17.9,NS_D,1064,912,81.0,63.61,41.0,0,0,0,False
404,267.2,0.01,19.5,COMPLEX_TURN_D_TO_B,827,642,58.0,23.01,0.0,0,0,0,False
405,640.4,0.98,18.6,EW_full,943,603,-1.0,999.0,44.0,0,0,1,False
406,484.1,0.37,17.3,EW_full,1021,643,-1.0,999.0,38.0,0,0,1,False
407,609.3,0.09,20.9,NS_B,691,867,60.0,45.11,22.0,0,0,0,False
408,491.6,0.47,18.6,NS_C,1055,731,30.0,13.27,0.0,0,0,0,True
409,395.9,0.48,16.3,EW_full,732,605,74.0,32.13,8.0,0,0,0,False
410,577.3,0.3,21.6,NS_D,836,926,61.0,46.59,22.0,0,0,0,False
411,579.2,0.83,16.4,COMPLEX_TURN_D_TO_B,1058,701,58.0,16.39,0.0,0,0,0,False
412,276.8,0.15,21.2,COMPLEX_TURN_D_TO_B,629,621,57.0,24.81,0.0,0,0,0,False
413,511.3,0.43,16.2,NS_B,658,978,54.0,34.79,18.0,0,0,0,False
414,531.7,0.64,21.2,COMPLEX_TURN_D_TO_B,1056,750,59.0,26.81,0.0,0,0,0,False
415,636.8,0.65,16.7,NS_D,914,971,-1.0,999.0,13.0,0,0,1,False
416,420.0,0.35,16.8,NS_B,1027,895,57.0,38.48,18.0,0,0,0,False
417,253.5,0.39,17.6,COMPLEX_TURN_D_TO_B,1084,606,60.0,21.23,0.0,0,0,0,False
418,357.7,0.3,21.4,NS_C,782,672,31.0,16.46,0.0,0,0,0,False
419,551.9,0.35,19.2,NS_B,1013,666,25.0,8.79,0.0,0,0,0,True
420,470.7,0.99,16.2,NS_D,932,994,58.0,38.79,22.0,0,0,0,False
421,361.1,0.08,16.4,NS_D,971,720,30.0,11.02,0.0,0,0,0,True
422,536.3,0.51,18.1,NS_C,960,996,-1.0,999.0,14.0,0,0,1,False
423,332.5,0.28,16.1,EW_full,732,692,88.0,45.61,12.0,0,0,0,False
424,581.5,0.28,17.4,NS_B,716,901,57.0,39.11,20.0,0,0,0,False
425,383.7,0.89,14.9,NS_C,864,935,57.0,36.11,22.0,0,0,0,False
426,640.3,0.31,17.6,NS_C,861,733,33.0,15.32,0.0,0,0,0,False
427,613.9,0.41,14.4,NS_B,841,894,81.0,59.39,40.0,0,0,0,False
428,306.1,0.04,18.6,COMPLEX_TURN_D_TO_B,1032,700,64.0,27.31,2.0,0,0,0,False
429,480.8,0.62,17.3,COMPLEX_TURN_D_TO_B,935,745,59.0,19.55,0.0,0,0,0,False
430,383.9,0.37,14.4,NS_C,640,618,25.0,3.39,0.0,0,0,0,True
431,348.3,0.45,20.2,COMPLEX_TURN_D_TO_B,1018,881,85.0,51.22,18.0,0,0,0,False
432,290.0,0.6,17.2,NS_D,871,660,25.0,6.91,0.0,0,0,0,True
433,521.7,0.4,20.2,NS_D,1011,658,25.0,9.59,0.0,0,0,0,True
434,494.0,0.82,15.1,NS_C,688,835,53.0,32.39,18.0,0,0,0,False
435,312.4,0.08,14.8,EW_full,729,789,82.0,35.89,6.0,0,0,0,False
436,646.9,0.81,19.4,COMPLEX_TURN_D_TO_B,616,945,-1.0,999.0,24.0,0,0,1,False
437,466.9,0.4,17.0,NS_B,867,613,28.0,9.69,0.0,0,0,0,True
438,506.6,0.03,14.9,NS_B,1047,957,-1.0,999.0,19.0,0,0,1,False
439,474.2,0.31,21.5,NS_C,739,828,50.0,35.53,8.0,0,0,0,False
440,582.1,0.65,21.9,COMPLEX_TURN_D_TO_B,649,617,58.0,26.84,0.0,0,0,0,False
441,601.1,0.63,16.8,COMPLEX_TURN_D_TO_B,642,854,111.0,70.38,37.0,0,0,0,False
442,392.6,0.47,21.1,NS_C,874,630,28.0,13.25,0.0,0,0,0,True
443,285.1,0.8,19.4,COMPLEX_TURN_D_TO_B,983,949,90.0,54.82,23.0,0,0,0,False
444,343.2,0.16,18.9,NS_B,609,629,28.0,11.53,0.0,0,0,0,True
445,344.3,0.33,17.8,NS_D,728,797,44.0,26.52,9.0,0,0,0,False
446,488.3,0.2,20.3,COMPLEX_TURN_D_TO_B,958,838,86.0,52.38,18.0,0,0,0,False
447,586.8,0.62,15.4,NS_C,643,766,37.0,16.79,5.0,0,0,0,False
448,354.7,0.56,16.4,NS_C,655,889,58.0,39.02,22.0,0,0,0,False
449,503.1,0.5,14.3,NS_D,674,704,30.0,8.24,0.0,0,0,0,True
450,265.9,0.88,15.9,NS_D,978,618,27.0,7.43,0.0,0,0,0,True
451,444.8,0.13,18.7,NS_D,954,777,39.0,22.36,5.0,0,0,0,False
452,589.7,0.2,19.0,NS_D,1094,853,81.0,64.62,37.0,0,0,0,False
453,510.4,0.74,20.2,EW_full,1048,982,-1.0,999.0,0.0,0,0,1,False
454,468.8,0.63,18.3,COMPLEX_TURN_D_TO_B,894,790,63.0,25.71,0.0,0,0,0,False
455,499.9,0.51,16.9,NS_D,1005,677,31.0,12.59,0.0,0,0,0,True
456,497.7,0.13,18.7,COMPLEX_TURN_D_TO_B,651,684,63.0,26.51,1.0,0,0,0,False
457,517.2,0.1,19.7,COMPLEX_TURN_D_TO_B,688,892,89.0,54.36,24.0,0,0,0,False
458,520.9,0.91,18.9,NS_D,1000,616,25.0,8.53,0.0,0,0,0,True
459,287.3,0.18,15.7,NS_D,1040,616,30.0,10.18,0.0,0,0,0,True
460,251.8,0.25,15.6,NS_D,997,682,29.0,9.05,0.0,0,0,0,True
461,616.9,0.74,20.0,COMPLEX_TURN_D_TO_B,697,853,90.0,55.88,21.0,0,0,0,False
462,420.7,0.89,15.1,NS_D,764,763,29.0,8.39,0.0,0,0,0,True
463,559.3,0.86,20.4,NS_C,950,797,43.0,27.75,6.0,0,0,0,False
464,322.4,0.69,17.0,COMPLEX_TURN_D_TO_B,891,674,57.0,16.86,0.0,0,0,0,False
465,503.3,0.2,18.7,NS_D,783,845,55.0,38.36,20.0,0,0,0,False
466,369.9,0.49,14.5,NS_B,755,856,44.0,22.54,12.0,0,0,0,False
467,485.2,0.61,20.1,COMPLEX_TURN_D_TO_B,797,977,-1.0,999.0,24.0,0,0,1,False
468,536.2,0.1,21.9,COMPLEX_TURN_D_TO_B,735,628,57.0,25.84,0.0,0,0,0,False
469,530.0,0.64,17.0,COMPLEX_TURN_D_TO_B,680,694,57.0,16.86,0.0,0,0,0,False
470,491.2,0.76,21.5,NS_B,999,607,25.0,10.53,0.0,0,0,0,True
471,283.8,0.09,17.9,NS_D,656,735,25.0,7.61,0.0,0,0,0,True
472,531.0,0.99,19.4,EW_full,664,982,73.0,37.82,3.0,0,0,0,False
473,295.7,0.31,16.9,NS_B,770,807,40.0,21.59,8.0,0,0,0,False
474,273.7,0.48,18.7,NS_D,1018,750,26.0,9.36,0.0,0,0,0,True
475,624.1,0.22,21.7,NS_D,832,724,25.0,10.66,0.0,0,0,0,True
476,511.5,0.48,18.3,NS_B,839,613,26.0,8.99,0.0,0,0,0,True
477,346.5,0.32,15.9,NS_C,929,851,47.0,27.43,14.0,0,0,0,False
478,490.4,0.5,21.0,COMPLEX_TURN_D_TO_B,990,713,61.0,28.5,0.0,0,0,0,False
479,536.4,0.18,19.1,EW_full,795,959,104.0,68.27,22.0,0,0,0,False
480,409.5,0.83,21.1,NS_B,1039,984,61.0,46.25,22.0,0,0,0,False
481,263.4,0.95,18.8,NS_C,815,951,59.0,42.45,21.0,0,0,0,False
482,510.8,0.94,20.5,NS_D,962,752,33.0,17.82,0.0,0,0,0,False
483,378.6,0.32,20.4,EW_full,916,635,-1.0,999.0,53.0,0,0,1,False
484,474.7,0.28,20.1,NS_C,1057,990,-1.0,999.0,24.0,0,0,1,False
485,366.5,0.51,16.1,COMPLEX_TURN_D_TO_B,817,828,71.0,28.61,7.0,0,0,0,False
486,341.4,0.15,19.9,NS_B,918,834,40.0,24.36,7.0,0,0,0,False
487,358.9,0.72,14.6,EW_full,802,828,90.0,43.26,13.0,0,0,0,False
488,448.8,0.1,18.6,COMPLEX_TURN_D_TO_B,885,985,-1.0,999.0,43.0,0,0,1,False
489,391.9,0.79,20.0,NS_B,850,804,44.0,28.44,9.0,0,0,0,False
490,529.7,0.88,18.5,EW_full,802,999,-1.0,999.0,48.0,0,0,1,False
491,622.7,0.05,20.5,NS_C,675,762,28.0,12.82,0.0,0,0,0,True
492,571.4,0.09,14.6,NS_D,810,606,28.0,6.68,0.0,0,0,0,True
493,573.4,0.72,20.1,NS_C,645,905,78.0,62.52,39.0,0,0,0,False
494,323.8,0.03,20.5,COMPLEX_TURN_D_TO_B,1085,794,63.0,29.71,0.0,0,0,0,False
495,316.5,0.44,19.1,NS_C,997,993,58.0,41.71,20.0,0,0,0,False
496,593.3,0.43,17.7,COMPLEX_TURN_D_TO_B,837,874,107.0,68.45,35.0,0,0,0,False
497,525.5,0.15,18.3,COMPLEX_TURN_D_TO_B,601,840,76.0,38.71,7.0,0,0,0,False
498,356.3,0.8,17.5,NS_B,873,736,37.0,19.22,2.0,0,0,0,False
499,274.8,0.04,16.2,NS_C,829,978,75.0,55.79,37.0,0,0,0,False
500,488.9,0.01,15.0,EW_full,703,942,75.0,29.51,8.0,0,0,0,False
501,572.4,0.72,14.6,EW_full,720,702,85.0,38.26,7.0,0,0,0,False
502,537.2,0.96,18.1,COMPLEX_TURN_D_TO_B,714,906,88.0,50.3,21.0,0,0,0,False
503,562.5,0.69,17.1,COMPLEX_TURN_D_TO_B,928,752,59.0,19.09,0.0,0,0,0,False
504,312.1,0.71,17.4,NS_C,673,734,29.0,11.11,0.0,0,0,0,True
505,586.3,0.82,20.2,EW_full,615,824,67.0,33.22,4.0,0,0,0,False
506,370.9,0.06,21.3,COMPLEX_TURN_D_TO_B,655,608,57.0,24.96,0.0,0,0,0,False
507,463.3,0.52,18.2,COMPLEX_TURN_D_TO_B,649,974,-1.0,999.0,18.0,0,0,1,False
508,483.8,0.25,16.8,COMPLEX_TURN_D_TO_B,1039,616,57.0,16.38,0.0,0,0,0,False
509,618.0,0.15,18.9,NS_B,848,702,31.0,14.53,0.0,0,0,0,True
510,576.0,0.87,20.1,EW_full,950,858,-1.0,999.0,22.0,0,0,1,False
511,547.7,0.76,17.7,COMPLEX_TURN_D_TO_B,711,910,-1.0,999.0,19.0,0,0,1,False
512,379.5,0.63,16.8,NS_C,1037,671,27.0,8.48,0.0,0,0,0,True
513,487.8,0.67,18.4,COMPLEX_TURN_D_TO_B,924,898,84.0,46.91,20.0,0,0,0,False
514,258.2,0.52,17.4,EW_full,639,967,69.0,29.78,3.0,0,0,0,False
515,446.1,0.96,14.7,NS_C,969,603,34.0,12.83,0.0,0,0,0,True
516,520.8,0.23,20.6,NS_C,700,707,26.0,10.89,0.0,0,0,0,True
517,350.7,0.47,14.3,COMPLEX_TURN_D_TO_B,793,675,62.0,14.28,0.0,0,0,0,True
518,350.8,0.26,17.8,COMPLEX_TURN_D_TO_B,1054,624,60.0,21.66,0.0,0,0,0,False
519,628.3,0.99,15.1,EW_full,1057,648,-1.0,999.0,0.0,0,0,1,False
520,548.9,0.87,14.1,COMPLEX_TURN_D_TO_B,690,705,63.0,14.6,0.0,0,0,0,True
521,581.8,0.29,17.4,NS_B,774,915,59.0,41.11,23.0,0,0,0,False
522,422.3,0.23,14.7,NS_D,673,830,40.0,18.83,6.0,0,0,0,False
523,634.6,0.07,19.0,NS_B,1050,949,-1.0,999.0,20.0,0,0,1,False
524,419.7,0.09,16.7,COMPLEX_TURN_D_TO_B,1043,757,58.0,17.14,0.0,0,0,0,False
525,341.4,0.57,15.7,NS_B,609,606,33.0,13.18,0.0,0,0,0,True
526,560.7,0.84,16.7,NS_B,884,689,32.0,13.37,0.0,0,0,0,True
527,489.9,0.73,16.0,NS_D,830,696,28.0,8.55,0.0,0,0,0,True
528,356.1,0.96,19.7,NS_B,896,834,46.0,30.2,14.0,0,0,0,False
529,524.0,0.79,18.7,COMPLEX_TURN_D_TO_B,667,845,76.0,39.51,6.0,0,0,0,False
530,357.4,0.2,20.6,EW_full,809,815,94.0,60.87,12.0,0,0,0,False
531,311.7,0.65,17.5,NS_C,771,604,29.0,11.22,0.0,0,0,0,True
532,387.5,0.57,20.1,EW_full,1092,709,-1.0,999.0,15.0,0,0,1,False
533,528.3,0.33,16.3,NS_D,725,737,29.0,9.91,0.0,0,0,0,True
534,420.3,0.78,15.3,NS_C,1068,946,60.0,39.66,24.0,0,0,0,False
535,507.6,0.17,14.5,NS_D,996,991,-1.0,999.0,21.0,0,0,1,False
536,409.0,0.3,15.3,NS_B,896,785,40.0,19.66,7.0,0,0,0,False
537,588.9,0.66,15.8,NS_B,832,871,82.0,62.3,41.0,0,0,0,False
538,569.0,0.52,16.8,EW_full,792,763,116.0,75.38,31.0,0,0,0,False
539,629.7,0.97,19.0,EW_full,918,813,-1.0,999.0,24.0,0,0,1,False
540,646.5,0.8,16.6,NS_B,632,834,57.0,38.25,22.0,0,0,0,False
541,250.8,0.47,19.4,NS_C,632,684,31.0,14.96,0.0,0,0,0,True
542,449.5,0.02,15.7,COMPLEX_TURN_D_TO_B,686,972,-1.0,999.0,19.0,0,0,1,False
543,589.3,0.52,14.6,NS_D,642,824,52.0,30.68,18.0,0,0,0,False
544,349.2,0.06,21.9,EW_full,617,749,66.0,34.84,1.0,0,0,0,False
545,525.5,1.0,20.8,EW_full,672,741,75.0,42.19,0.0,0,0,0,False
546,602.7,0.47,20.1,COMPLEX_TURN_D_TO_B,882,822,86.0,52.05,20.0,0,0,0,False
547,465.0,0.71,17.0,NS_D,759,871,54.0,35.69,19.0,0,0,0,False
548,306.9,0.2,16.9,NS_C,751,720,36.0,17.59,2.0,0,0,0,False
549,292.5,0.43,18.8,COMPLEX_TURN_D_TO_B,798,899,87.0,50.7,20.0,0,0,0,False
550,462.2,0.08,21.6,EW_full,661,875,71.0,39.41,1.0,0,0,0,False
551,467.2,0.99,18.7,COMPLEX_TURN_D_TO_B,1083,986,-1.0,999.0,20.0,0,0,1,False
552,354.4,0.31,18.9,NS_C,995,889,57.0,40.53,20.0,0,0,0,False
553,515.7,0.35,15.9,NS_B,1041,994,-1.0,999.0,2.0,0,0,1,False
554,542.9,0.55,20.1,NS_C,866,684,30.0,14.52,0.0,0,0,0,True
555,477.9,0.54,20.6,NS_D,1053,715,25.0,9.89,0.0,0,0,0,True
556,587.2,0.07,18.4,NS_C,1006,648,29.0,12.09,0.0,0,0,0,True
557,640.8,0.7,16.2,EW_full,696,804,81.0,38.88,10.0,0,0,0,False
558,490.7,0.95,21.1,COMPLEX_TURN_D_TO_B,799,749,62.0,29.66,1.0,0,0,0,False
559,478.9,0.35,21.0,NS_B,765,782,32.0,17.18,0.0,0,0,0,False
560,618.5,0.73,17.4,NS_B,799,883,57.0,39.11,20.0,0,0,0,False
561,507.2,0.05,18.5,COMPLEX_TURN_D_TO_B,1071,794,70.0,33.11,6.0,0,0,0,False
562,498.8,0.05,20.7,NS_C,770,999,-1.0,999.0,23.0,0,0,1,False
563,463.7,0.65,14.5,NS_C,612,987,62.0,40.54,23.0,0,0,0,False
564,597.0,0.12,17.1,NS_C,766,952,-1.0,999.0,20.0,0,0,1,False
565,361.5,0.27,14.6,NS_D,808,609,28.0,6.68,0.0,0,0,0,True
566,648.0,0.91,20.5,COMPLEX_TURN_D_TO_B,729,700,62.0,28.71,0.0,0,0,0,False
567,549.0,0.28,15.3,NS_C,685,776,42.0,21.66,9.0,0,0,0,False
568,420.0,0.54,20.0,EW_full,891,992,-1.0,999.0,52.0,0,0,1,False
569,429.7,1.0,15.9,NS_C,1071,727,25.0,5.43,0.0,0,0,0,True
570,413.3,0.84,17.8,COMPLEX_TURN_D_TO_B,1012,709,59.0,20.66,0.0,0,0,0,False
571,435.1,0.3,18.7,NS_B,656,815,42.0,25.36,7.0,0,0,0,False
572,504.5,0.88,14.4,EW_full,770,861,83.0,35.61,10.0,0,0,0,False
573,493.9,0.92,14.7,NS_B,669,615,31.0,9.83,0.0,0,0,0,True
574,552.1,0.3,16.9,COMPLEX_TURN_D_TO_B,692,763,64.0,23.62,3.0,0,0,0,False
575,442.3,0.3,14.1,EW_full,868,815,-1.0,999.0,48.0,0,0,1,False
576,468.8,0.47,17.8,COMPLEX_TURN_D_TO_B,795,980,-1.0,999.0,23.0,0,0,1,False
577,415.5,0.74,18.1,COMPLEX_TURN_D_TO_B,775,877,81.0,43.3,14.0,0,0,0,False
578,390.5,0.31,15.2,EW_full,957,833,-1.0,999.0,39.0,0,0,1,False
579,384.5,0.78,19.4,EW_full,955,661,-1.0,999.0,59.0,0,0,1,False
580,558.7,0.77,21.2,NS_D,1029,980,-1.0,999.0,35.0,0,0,1,False
581,533.6,0.23,20.2,COMPLEX_TURN_D_TO_B,1013,715,57.0,23.22,0.0,0,0,0,False
582,304.9,0.56,21.2,NS_B,780,685,32.0,17.32,0.0,0,0,0,False
583,540.8,0.06,20.2,NS_C,666,782,40.0,24.59,7.0,0,0,0,False
584,360.2,0.86,14.8,COMPLEX_TURN_D_TO_B,886,739,62.0,15.89,0.0,0,0,0,False
585,472.7,0.26,19.5,EW_full,958,881,-1.0,999.0,38.0,0,0,1,False
586,347.4,0.99,16.4,NS_B,1079,777,35.0,16.02,3.0,0,0,0,False
587,630.1,0.14,21.2,COMPLEX_TURN_D_TO_B,1012,701,60.0,27.81,0.0,0,0,0,False
588,575.5,0.53,19.2,COMPLEX_TURN_D_TO_B,780,777,61.0,25.46,0.0,0,0,0,False
589,503.8,0.12,17.3,NS_C,763,790,39.0,21.01,7.0,0,0,0,False
590,583.0,0.89,16.7,NS_B,1070,920,60.0,41.37,21.0,0,0,0,False
591,530.2,0.51,17.4,COMPLEX_TURN_D_TO_B,1038,898,-1.0,999.0,19.0,0,0,1,False
592,583.1,0.84,16.0,COMPLEX_TURN_D_TO_B,996,740,60.0,17.35,0.0,0,0,0,False
593,328.7,0.91,15.1,NS_D,746,716,25.0,4.39,0.0,0,0,0,True
